,victim_name,victim_race,victim_gender,lynch_date,year,lynch_location,source,latitude,longitude,search_url
2511,jim dickson,black,male,1893-10-17,1893,"trion, chattooga county, georgia",tolnay-beck,34.5439735,-85.3105112,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jim+dickson&andtext=&dateFilterType=yearRange&page=1&sort=date
2512,sam jackson,black,male,1893-10-18,1893,"covington, st. tammany parish, louisiana",tolnay-beck,30.4753525,-90.1010474,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sam+jackson&andtext=&dateFilterType=yearRange&page=1&sort=date
2513,arthur bennett,black,male,1893-10-21,1893," jonesboro, clayton county, georgia",tolnay-beck,33.5215013,-84.3538128,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=arthur+bennett&andtext=&dateFilterType=yearRange&page=1&sort=date
2514,john gamble,black,male,1893-10-23,1893,"pikeville, bledsoe county, tennessee",tolnay-beck,35.6054921,-85.1892276,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+gamble&andtext=&dateFilterType=yearRange&page=1&sort=date
2515,abraham redmond,white,male,1893-11-01,1893,"charlotte county, virginia",tolnay-beck,37.0416273,-78.6523968,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=abraham+redmond&andtext=&dateFilterType=yearRange&page=1&sort=date
2516,bob hudson,black,male,1893-10-09,1893,"dresden, weakley county, tennessee",tolnay-beck,36.2914512,-88.7081123,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=bob+hudson&andtext=&dateFilterType=yearRange&page=1&sort=date
2517,lee walker,black,male,1893-07-22,1893,"memphis, shelby county, tennessee",tolnay-beck,35.1460249,-90.0517638,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lee+walker&andtext=&dateFilterType=yearRange&page=1&sort=date
2518,rodney gray,black,male,1893-07-19,1893,"paducah, mccracken county, kentucky",tolnay-beck,37.0833893,-88.6000478,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=rodney+gray&andtext=&dateFilterType=yearRange&page=1&sort=date
2519,dub meetze,white,male,1893-07-16,1893,"columbia, lexington county, south carolina",tolnay-beck,34.0355297,-81.1203322,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=dub+meetze&andtext=&dateFilterType=yearRange&page=1&sort=date
2520,nelly felder,black,male,1893-02-09,1893,"dickey, amite  county, mississippi",tolnay-beck,31.16057605,-90.55316735,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=nelly+felder&andtext=&dateFilterType=yearRange&page=1&sort=date
2521,richard neal,black,male,1893-02-11,1893,"germantown, shelby county, tennessee",tolnay-beck,35.0867577,-89.8100858,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+neal&andtext=&dateFilterType=yearRange&page=1&sort=date
2522,andy blount,black,male,1893-02-14,1893,"chattanooga, hamilton county, tennessee",tolnay-beck,35.0457219,-85.3094883,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=andy+blount&andtext=&dateFilterType=yearRange&page=1&sort=date
2523,richard mays,black,male,1893-02-21,1893,"ashville, st. clair county, alabama",tolnay-beck,33.8369216,-86.2549799,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+mays&andtext=&dateFilterType=yearRange&page=1&sort=date
2524,joseph payne,black,male,1893-02-25,1893,"jellico, campbell county, tennessee",tolnay-beck,36.58776,-84.1268634,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=joseph+payne&andtext=&dateFilterType=yearRange&page=1&sort=date
2525,william shorter,black,male,1893-06-13,1893,"winchester, winchester city county, virginia",seguin-rigby,46.405922,-105.828334,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+shorter&andtext=&dateFilterType=yearRange&page=1&sort=date
2526,charles morgan,black,male,1893-04-02,1893,"tazewell county, virginia",seguin-rigby,37.1236041,-81.5684129,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charles+morgan&andtext=&dateFilterType=yearRange&page=1&sort=date
2527,john crooms,black,male,1893-02-09,1893,"plant city, hillsborough county, florida",tolnay-beck,28.01633,-82.1234803,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+crooms&andtext=&dateFilterType=yearRange&page=1&sort=date
2528,abner anthony,black,male,1893-02-26,1893,"hot springs, bath county, virginia",seguin-rigby,37.9995703,-79.8317193,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=abner+anthony&andtext=&dateFilterType=yearRange&page=1&sort=date
2529,john johnson,black,male,1893-02-01,1893,"richland, tazewell county, virginia",seguin-rigby,37.06349575,-81.74317585,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
2530,sam blow,black,male,1893-02-01,1893,"tazewell county, virginia",seguin-rigby,37.1236041,-81.5684129,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sam+blow&andtext=&dateFilterType=yearRange&page=1&sort=date
2531,spencer branch,black,male,1893-02-01,1893,"richmond, henrico county, virginia",seguin-rigby,37.5922778,-77.41933815278796,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=spencer+branch&andtext=&dateFilterType=yearRange&page=1&sort=date
2532,jerry brown,black,male,,1893,"tazewell county, virginia",seguin-rigby,37.1236041,-81.5684129,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jerry+brown&andtext=&dateFilterType=yearRange&page=1&sort=date
2533,will butler,black,male,1893-02-07,1893,"hickory creek, denton county, texas",seguin-rigby,33.1223429,-97.0430647,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=will+butler&andtext=&dateFilterType=yearRange&page=1&sort=date
2534,william jackson,black,male,1893-09-16,1893,"nevada, bates county, missouri",seguin-rigby,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+jackson&andtext=&dateFilterType=yearRange&page=1&sort=date
2535,john hughes,black,male,1893-02-18,1893,"moberly, randolph county, missouri",seguin-rigby,39.4201137,-92.4364298,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+hughes&andtext=&dateFilterType=yearRange&page=1&sort=date
2536,sam kirkpatrick,black,male,1893-02-01,1893,"richmond, henrico county, virginia",seguin-rigby,37.5922778,-77.41933815278796,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sam+kirkpatrick&andtext=&dateFilterType=yearRange&page=1&sort=date
2537,siles wilson,black,male,1893-08-21,1893,"leavenworth, leavenworth county, kansas",seguin-rigby,39.345184,-94.921703,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=siles+wilson&andtext=&dateFilterType=yearRange&page=1&sort=date
2538,frank harrell,black,male,1893-02-09,1893,"dickey, amite  county, mississippi",tolnay-beck,31.16057605,-90.55316735,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=frank+harrell&andtext=&dateFilterType=yearRange&page=1&sort=date
2539,thomas johnson,white,male,1893-02-07,1893,"greene county, tennessee",tolnay-beck,36.1698443,-82.8766356,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=thomas+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
2540,paul stubbs,black,male,1893-01-10,1893,"woodruff county, arkansas",tolnay-beck,35.1714574,-91.2229851,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=paul+stubbs&andtext=&dateFilterType=yearRange&page=1&sort=date
2541,edward moorman,black,male,1893-01-11,1893,"guston, meade county, kentucky",tolnay-beck,37.8928444,-86.2219159,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=edward+moorman&andtext=&dateFilterType=yearRange&page=1&sort=date
2542,richard moorman,black,male,1893-01-12,1893,"guston, meade county, kentucky",tolnay-beck,37.8928444,-86.2219159,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+moorman&andtext=&dateFilterType=yearRange&page=1&sort=date
2543,david williams,black,male,1893-01-17,1893,"carrollton, pickens county, alabama",tolnay-beck,33.2617871,-88.0950263,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=david+williams&andtext=&dateFilterType=yearRange&page=1&sort=date
2544,chicken george,black,male,1893-01-20,1893,"convent, st. james parish, louisiana",tolnay-beck,34.0317879,-118.28474,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=chicken+george&andtext=&dateFilterType=yearRange&page=1&sort=date
2545,richard davis,black,male,1893-01-20,1893,"convent, st. james parish, louisiana",tolnay-beck,34.0317879,-118.28474,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+davis&andtext=&dateFilterType=yearRange&page=1&sort=date
2546,robert landry,black,male,1893-01-20,1893,"convent, st. james parish, louisiana",tolnay-beck,34.0317879,-118.28474,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=robert+landry&andtext=&dateFilterType=yearRange&page=1&sort=date
2547,william fisher,black,male,1893-01-25,1893,"algiers, orleans parish, louisiana",tolnay-beck,29.9413467,-90.0375901,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+fisher&andtext=&dateFilterType=yearRange&page=1&sort=date
2548,william butler,black,male,1893-02-07,1893,"paris, lamar county, texas",tolnay-beck,33.6617962,-95.555513,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+butler&andtext=&dateFilterType=yearRange&page=1&sort=date
2549,patrick wells,black,male,1893-01-26,1893,"quincy, gadsden county, florida",tolnay-beck,30.5889265,-84.5762388,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=patrick+wells&andtext=&dateFilterType=yearRange&page=1&sort=date
2550,john thomas,black,male,1893-02-01,1893,"houston  county, georgia",tolnay-beck,32.4659752,-83.631394,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+thomas&andtext=&dateFilterType=yearRange&page=1&sort=date
2551,sam ellerson,black,male,1893-02-01,1893,"richland, tazewell county, virginia",tolnay-beck,37.06349575,-81.74317585,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sam+ellerson&andtext=&dateFilterType=yearRange&page=1&sort=date
2552,sarah johnson,white,female,1893-02-07,1893,"greene county, tennessee",tolnay-beck,36.1698443,-82.8766356,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sarah+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
2553,thomas carr,black,male,1893-01-26,1893,"kosciusko, attala county, mississippi",tolnay-beck,33.0576295,-89.5875764,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=thomas+carr&andtext=&dateFilterType=yearRange&page=1&sort=date
2554,mack segars,black,male,1893-12-27,1893,"brantley, crenshaw county, alabama",tolnay-beck,31.5823832,-86.2571786,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=mack+segars&andtext=&dateFilterType=yearRange&page=1&sort=date
2555,dana adams,black,male,1893-04-20,1893,"salina, saline county, kansas",seguin-rigby,38.8402805,-97.6114237,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=dana+adams&andtext=&dateFilterType=yearRange&page=1&sort=date
2556,frank gustaveson,white,male,1893-11-21,1893,"ottumwa, wapello county, iowa",seguin-rigby,41.0195659,-92.4116886,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=frank+gustaveson&andtext=&dateFilterType=yearRange&page=1&sort=date
2557,will neal,black,male,1893-05-16,1893,"calhoun county, mississippi",tolnay-beck,33.9253624,-89.3231269,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=will+neal&andtext=&dateFilterType=yearRange&page=1&sort=date
2558,bill dennis,black,male,1893-05-21,1893,"coffee county, georgia",tolnay-beck,31.5301809,-82.8405691,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=bill+dennis&andtext=&dateFilterType=yearRange&page=1&sort=date
2559,junius lawrence,white,male,1893-05-21,1893,"harrison, washington county, georgia",tolnay-beck,32.8262697,-82.7251364,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=junius+lawrence&andtext=&dateFilterType=yearRange&page=1&sort=date
2560,isaac lincoln,black,male,1893-05-30,1893,"fort madison, oconee county, south carolina",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=isaac+lincoln&andtext=&dateFilterType=yearRange&page=1&sort=date
2561,ira dumas,black,male,1893-06-07,1893,"gleason, weakley county, tennessee",tolnay-beck,36.2136731,-88.6125545,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=ira+dumas&andtext=&dateFilterType=yearRange&page=1&sort=date
2562,warren ross,black,male,1893-06-14,1893,"early county, georgia",tolnay-beck,31.3454341,-84.9282058,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=warren+ross&andtext=&dateFilterType=yearRange&page=1&sort=date
2563,jim harris,white,male,1893-06-20,1893,"gleason, weakley county, tennessee",tolnay-beck,36.2136731,-88.6125545,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jim+harris&andtext=&dateFilterType=yearRange&page=1&sort=date
2564,george halsey,black,male,1893-05-11,1893,"marion, smyth county, virginia",tolnay-beck,36.8331284,-81.519515,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+halsey&andtext=&dateFilterType=yearRange&page=1&sort=date
2565,daniel edwards,black,male,1893-06-22,1893,"selma, dallas county, alabama",tolnay-beck,32.4078632,-87.0207473,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=daniel+edwards&andtext=&dateFilterType=yearRange&page=1&sort=date
2566,ernest murphy,black,male,1893-06-27,1893,"dadeville, tallapoosa county, alabama",tolnay-beck,32.831238,-85.7635692,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=ernest+murphy&andtext=&dateFilterType=yearRange&page=1&sort=date
2567,seay j miller,black,male,1893-07-07,1893,"bardwell, carlisle county, kentucky",tolnay-beck,36.8706111,-89.0097869,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=seay+j+miller&andtext=&dateFilterType=yearRange&page=1&sort=date
2568,henry fleming,black,male,1893-07-11,1893,"carrollton, pickens county, alabama",tolnay-beck,33.2617871,-88.0950263,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+fleming&andtext=&dateFilterType=yearRange&page=1&sort=date
2569,robert larkin,black,male,1893-07-12,1893,"citra, marion county, florida",tolnay-beck,29.4119166,-82.1098156,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=robert+larkin&andtext=&dateFilterType=yearRange&page=1&sort=date
2570,meredith lewis,black,male,1893-07-13,1893,"roseland, tangipahoa parish, louisiana",tolnay-beck,30.7649069,-90.5117599,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=meredith+lewis&andtext=&dateFilterType=yearRange&page=1&sort=date
2571,luis jazo,white,male,1893-07-14,1893,"chihuahua county, mex colorado",tolnay-beck,34.13969845,-108.9053327680605,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=luis+jazo&andtext=&dateFilterType=yearRange&page=1&sort=date
2572,john cotton,black,male,1893-07-15,1893,"cornerville, lincoln county, arkansas",tolnay-beck,33.8442701,-91.9404144,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+cotton&andtext=&dateFilterType=yearRange&page=1&sort=date
2573,william buckley,white,male,1893-06-22,1893,"columbia, marion county, mississippi",tolnay-beck,31.2518582,-89.8353099,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+buckley&andtext=&dateFilterType=yearRange&page=1&sort=date
2574,samuel bush,black,male,1893-06-03,1893,"decatur, macon county, illinois",seguin-rigby,39.8454163,-88.9524151,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=samuel+bush&andtext=&dateFilterType=yearRange&page=1&sort=date
2575,heyward barksdale,black,male,1893-05-10,1893,"laurens county, south carolina",tolnay-beck,34.4646451,-81.9944042,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=heyward+barksdale&andtext=&dateFilterType=yearRange&page=1&sort=date
2576,doc benson,black,male,1893-05-08,1893,"bearden, ouachita county, arkansas",tolnay-beck,33.7245526,-92.6157139,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=doc+benson&andtext=&dateFilterType=yearRange&page=1&sort=date
2577,william frazier,white,male,1893-03-22,1893,"albia, monroe county, iowa",seguin-rigby,41.0264561,-92.8075217,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+frazier&andtext=&dateFilterType=yearRange&page=1&sort=date
2578,lee walton,black,male,1893-03-12,1893,"rolling fork, sharkey county, mississippi",tolnay-beck,32.9065168,-90.8781567,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lee+walton&andtext=&dateFilterType=yearRange&page=1&sort=date
2579,tom brunnon,black,male,1893-03-15,1893,"pike county, alabama",tolnay-beck,31.7615793,-85.9259465,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=tom+brunnon&andtext=&dateFilterType=yearRange&page=1&sort=date
2580,jesse jones,white,male,1893-03-19,1893,"jacksboro, campbell county, tennessee",tolnay-beck,36.3300793,-84.1838156,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jesse+jones&andtext=&dateFilterType=yearRange&page=1&sort=date
2581,thomas tarpley,white,male,1893-04-01,1893,"verona, marshall county, tennessee",tolnay-beck,35.5306272,-86.7697213,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=thomas+tarpley&andtext=&dateFilterType=yearRange&page=1&sort=date
2582,james stewart,black,male,1893-05-08,1893,"bearden, ouachita county, arkansas",tolnay-beck,33.7245526,-92.6157139,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+stewart&andtext=&dateFilterType=yearRange&page=1&sort=date
2583,george black,white,male,1893-04-02,1893,"jonesboro, craighead county, arkansas",tolnay-beck,35.8272257,-90.6949871,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+black&andtext=&dateFilterType=yearRange&page=1&sort=date
2584,jj jeffcoats,white,male,1893-04-09,1893,"pickens, holmes county, mississippi",tolnay-beck,32.8837433,-89.9714731,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jj+jeffcoats&andtext=&dateFilterType=yearRange&page=1&sort=date
2585,flannegan thornton,black,male,1893-04-18,1893,"morrilton, conway county, arkansas",tolnay-beck,35.154026,-92.7429266,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=flannegan+thornton&andtext=&dateFilterType=yearRange&page=1&sort=date
2586,john peterson,black,male,1893-04-24,1893,"denmark, bamberg county, south carolina",tolnay-beck,33.3226546,-81.1423236,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+peterson&andtext=&dateFilterType=yearRange&page=1&sort=date
2587,william glover,white,male,1893-05-01,1893,"lithia springs, douglas county, georgia",tolnay-beck,33.7939953,-84.6604899,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+glover&andtext=&dateFilterType=yearRange&page=1&sort=date
2588,james collins,white,male,1893-05-03,1893,"sherman, grant county, kentucky",tolnay-beck,38.732567,-84.5966092,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+collins&andtext=&dateFilterType=yearRange&page=1&sort=date
2589,sam gaillard,black,male,1893-05-05,1893,"kingstree, williamsburg county, south carolina",tolnay-beck,33.6676643,-79.8306265,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sam+gaillard&andtext=&dateFilterType=yearRange&page=1&sort=date
2590,israel holloway,black,male,1893-05-06,1893,"napoleonville, assumption parish, louisiana",tolnay-beck,29.9404803,-91.0248214,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=israel+holloway&andtext=&dateFilterType=yearRange&page=1&sort=date
2591,abe crane,black,male,1893-05-08,1893,"bearden, ouachita county, arkansas",tolnay-beck,33.7245526,-92.6157139,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1893&date2=1894&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=abe+crane&andtext=&dateFilterType=yearRange&page=1&sort=date
